P0_id',P1_a_Idade',P1_a_1_Faixa_idade',P1_b_Genero',P1_c_Cor/raca/etnia',P1_d_PCD',P1_e_experiencia_profissional_prejudicada',P1_e_1_Não_acredito_que_minha_experiência_profissional_seja_afetada',P1_e_2_Experiencia_prejudicada_devido_a_minha_Cor_Raça_Etnia',P1_e_3_Experiencia_prejudicada_devido_a_minha_identidade_de_gênero',P1_e_4_Experiencia_prejudicada_devido_ao_fato_de_ser_PCD',P1_f_aspectos_prejudicados',P1_f_1_Quantidade_de_oportunidades_de_emprego/vagas_recebidas',P1_f_2_Senioridade_das_vagas_recebidas_em_relação_à_sua_experiência',P1_f_3_Aprovação_em_processos_seletivos/entrevistas',P1_f_4_Oportunidades_de_progressão_de_carreira',P1_f_5_Velocidade_de_progressão_de_carreira',P1_f_6_Nível_de_cobrança_no_trabalho/Stress_no_trabalho',P1_f_7_Atenção_dada_diante_das_minhas_opiniões_e_ideias',"P1_f_8_Relação_com_outros_membros_da_empresa,_em_momentos_de_trabalho'","P1_f_9_Relação_com_outros_membros_da_empresa,_em_momentos_de_integração_e_outros_momentos_fora_do_trabalho'",P1_g_vive_no_brasil',P1_i_Estado_onde_mora',P1_i_1_uf_onde_mora',P1_i_2_Regiao_onde_mora',P1_j_Mudou_de_Estado?',P1_k_Regiao_de_origem',P1_l_Nivel_de_Ensino',P1_m_Área_de_Formação'
s7f9tf986wzc5z5bs91ys72leqd8c33n,29,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Espírito Santo (ES),ES,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias
s7kwtnmcy73fat82s7kwtedmocz3dy4s,26,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
s7pchvtchcim2n6nas7pchv03tym6ym0,37,35-39,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
s7w3g0xm6z34oafhvs7w3g0x8xrvcgj8,33,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Espírito Santo (ES),ES,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias
s7wv0vj1dyshagzs7wv0vut5yk4ypde7,31,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Paraná (PR),PR,Sul,0.0,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
s87jp3q7egtxk8dars87jp38x3hw3n9x,39,35-39,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios
s938zzej3c4zfvpmqs938zzernu3n56m,29,25-29,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
s9h58zyrehjsng3s9h5m14jrxpeu551l,28,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Espírito Santo (ES),ES,Sudeste,1.0,,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
s9ozjslfquaqpg42xm3s9ozjs03qxcoo,26,25-29,Masculino,Preta,Sim,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
s9q41n9tzjgqgcs9q4dpdwsnik7peye8,31,30-34,Masculino,Branca,Sim,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Minas Gerais (MG),MG,Sudeste,1.0,,Mestrado,Outras Engenharias
s9ukxowezb5yjhpgkyuws9ukxow6mdww,32,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Paraná (PR),PR,Sul,1.0,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
s9zsmml9ukrojgs6uctmls9zsmm5y0p1,37,35-39,Masculino,Parda,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,0.0,Espírito Santo (ES),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sak0yp88dwpzpsakkpkdy71ds0uzoz95,41,40-44,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
sbnqyfcu13cdqow2dc7ojsbnqyfv21md,32,30-34,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Aprovação em processos seletivos/entrevistas, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Quantidade de oportunidades de emprego/vagas recebidas",1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,Rio Grande do Sul (RS),RS,Sul,1.0,,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
sc421vjr9lhyy6cw0r1s8sc421vjmwia,50,50-54,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Ceará (CE),CE,Nordeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
scu53rsu3w3jnh7luto23hscu53rs4vs,36,35-39,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sd1k5zyy801iuhrsdkcmi8u0iabtvdkc,28,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Santa Catarina (SC),SC,Sul,1.0,,Pós-graduação,Outras Engenharias
sd55ba9wfacy5jsdfws2ng6lvukml4fw,37,35-39,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Paraná (PR),PR,Sul,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sd59qvmz3yqrb0o6sd59qvhkrwlcbqzw,27,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias
sddbb3d4y87nz6dgk2sddbin8ht77f6d,22,22-24,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Santa Catarina (SC),SC,Sul,0.0,Rio de Janeiro (RJ),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sdsf5cpva9l7qtsdsf5xf2v4e8tpw9f2,36,35-39,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Minas Gerais (MG),MG,Sudeste,1.0,,Pós-graduação,Outras Engenharias
sdshjbkjyxi8z8ogsdsh2mx2wpt61n7b,27,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Minas Gerais (MG),MG,Sudeste,1.0,,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
semuy4mied69qirfsemuyswb364qtp84,28,25-29,Feminino,Branca,Sim,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Outras Engenharias
sesjxfcpmcuoh8xyiv4seikv4l3zvbyb,32,30-34,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,Paraná (PR),PR,Sul,0.0,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sfff0rg6hkzftctezw5sfff0rg4skpwg,29,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Goiás (GO),GO,Centro-oeste,0.0,Minas Gerais (MG),Graduação/Bacharelado,Outras Engenharias
sfqwocwss9a013fl4sfqwocb8953c0cx,42,40-44,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Ceará (CE),CE,Nordeste,0.0,Piauí (PI),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
sfysa2o74eroqfqacdfqsfysa9lqy4nl,20,17-21,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Paraíba (PB),PB,Nordeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sg70vidqwj4szeleysg70v1isn7q1el4,24,22-24,Masculino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Outra opção
sg8wasj032wnsg8pyrh3cdkd9daiquu0,26,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Distrito Federal (DF),DF,Centro-oeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sgacp0vuokftn3ksgacp0bx2po54nmkp,37,35-39,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Oportunidades de progressão de carreira,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,Minas Gerais (MG),MG,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sgckzamnmz3zmt05tnp1ysgckzk6wvqd,33,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sgclpin7jerwn9m9p06ruoowsgclpiul,36,35-39,Feminino,Parda,Não,"Não acredito que minha experiência profissional seja afetada devido a esses fatores, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",1.0,0.0,1.0,0.0,,,,,,,,,,,1,Minas Gerais (MG),MG,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sgfhuf2ry887zx0n3sgfhufvdo7hwvph,43,40-44,Masculino,Branca,Sim,"Sim, acredito que minha experiência profissional seja afetada devido ao fato de ser PCD",0.0,0.0,0.0,1.0,Velocidade de progressão de carreira,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias
sgtasijqd0ftqpgao6uiiwsgtaspdrvr,24,22-24,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho, Aprovação em processos seletivos/entrevistas",0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
sgv1zftniwrr9p5afvsgv1ze9lsdzsdv,32,30-34,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Velocidade de progressão de carreira, Oportunidades de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,São Paulo (SP),SP,Sudeste,0.0,Minas Gerais (MG),Graduação/Bacharelado,Outras Engenharias
sgxrp553vbhx6xyy30josgxrp556c7sj,29,25-29,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Paraná (PR),PR,Sul,0.0,São Paulo (SP),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
sgyc6pcxwn3xo1sbbk164sgyc61frykc,41,40-44,Masculino,Branca,Sim,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Quantidade de oportunidades de emprego/vagas recebidas,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Pernambuco (PE),PE,Nordeste,1.0,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
shab4y2u8ntq611o5vyshab4j2m8kduo,30,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Espírito Santo (ES),ES,Sudeste,0.0,Rio de Janeiro (RJ),Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios
shewa9dfpvehgk21qshectitexggycca,36,35-39,Prefiro não informar,Prefiro não informar,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,0,,,,,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
sho62y1hrswbc9upspsholejq6v5920h,33,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Outra opção
shzqp38kobjrtzysjnqveeu4287shzqp,33,30-34,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,0.0,Rio de Janeiro (RJ),Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
sihgo7joo2orcxcwmdsihgo16gfbolzi,36,35-39,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,1.0,1.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Velocidade de progressão de carreira",1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,São Paulo (SP),SP,Sudeste,0.0,Rio de Janeiro (RJ),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
silec3bje1nifx97j2hdsilecro703n2,24,22-24,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
simqrgqdbred9lau5jusimqrm7jz5mke,46,45-49,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,0.0,Rio Grande do Sul (RS),Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
sixtwnnaso8p3y7m6wpjsixtwjs7tlgv,21,17-21,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sj461ndrqz5ybfu3dpsj46jysdi20zpy,28,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Maranhão (MA),MA,Nordeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sj5lczbmy9234tgjgusj5lcivbmf4yk1,25,25-29,Masculino,Amarela,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
sj6m77fbd25g339i191sj6m7jwm9eyh9,27,25-29,Masculino,Parda,Não,,,,,,,,,,,,,,,,1,Paraíba (PB),PB,Nordeste,1.0,,Pós-graduação,Outras Engenharias
sjizqn88jo3tg207sjiuol3jmcyoi5hf,36,35-39,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Mato Grosso do Sul (MS),MS,Centro-oeste,0.0,Paraná (PR),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
sjjntyn42habwt8crsjjnt73ngd90g9n,32,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Minas Gerais (MG),MG,Sudeste,0.0,Rondônia (RO),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sjojpi5l9iom07ewsjojpi07k9nhqobg,29,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,0.0,Minas Gerais (MG),Graduação/Bacharelado,Outras Engenharias
sju7mfy58xsltz0igbsju7iyaghslm3u,26,25-29,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero, Sim, acredito que minha experiência profissional seja afetada devido ao fato de ser PCD",0.0,1.0,1.0,1.0,"Senioridade das vagas recebidas em relação à sua experiência, Quantidade de oportunidades de emprego/vagas recebidas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Relação com outros membros da empresa, em momentos de trabalho",1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,Bahia (BA),BA,Nordeste,1.0,,Graduação/Bacharelado,Outras Engenharias
sjwuyl7l7rcyv1xr7usjri63jwvd3h12,37,35-39,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Tocantins (TO),TO,Norte,1.0,,Não tenho graduação formal,
sjxe7rfsfhkly1xksjxe7r8izn7nc2vf,27,25-29,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Outra opção
sk8hhr7hsmlssdatm48egosk8hl8rcwd,27,25-29,Feminino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,1.0,1.0,0.0,"Aprovação em processos seletivos/entrevistas, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias",0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias
skuntvw59d9krn4sc5hskuntvw45206a,27,25-29,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
sl518mtnewz6kjhfj1osl518a9zlj68e,25,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Outras Engenharias
slhvovrx40mjxaxxxhvcvslhvof0di6o,26,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Pernambuco (PE),PE,Nordeste,0.0,Minas Gerais (MG),Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
sljkn76suwzrcw0rsldsgfcq5hsbb1i4,37,35-39,Masculino,Amarela,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
sljzwt4bw4mm0gk66mqnsljz65m185iy,31,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Ceará (CE),CE,Nordeste,1.0,,Graduação/Bacharelado,Outras Engenharias
slt909hqyzaiouaslt93av90omxh78j1,26,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
slx9onv2lvnqo000ugcslx9onv6cd0rf,41,40-44,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
smgv3gxt8wvcf3opf5smgv3evukiy5vw,29,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias
smjmn8csufgirpgnsmjma5bjn5d8f0wy,27,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Não tenho graduação formal,
smogg9zyadnboc5556npsmogiod0hfxp,36,35-39,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Pernambuco (PE),PE,Nordeste,0.0,Bahia (BA),Pós-graduação,Outras Engenharias
smufqda3epqe3zfd90smufqkbxmobbim,39,35-39,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,0.0,Santa Catarina (SC),Mestrado,Outra opção
snbc4okqbov2hlv2iasnbc4o9ljs36f9,27,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Quantidade de oportunidades de emprego/vagas recebidas",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,São Paulo (SP),SP,Sudeste,0.0,Rio de Janeiro (RJ),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
sni01ziuf0lazfntu3mbwsni08rohtge,36,35-39,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Outras Engenharias
snn7uf4dyoy0pg7snn7emje7ugn8bfae,33,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Minas Gerais (MG),MG,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias
soo9ldzkgfe2gqplk3b5q1psoo998oe8,29,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,0,,,,,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
sow754l2gh5f1gl7nsow754au2d8ndaq,23,22-24,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,Minas Gerais (MG),MG,Sudeste,1.0,,Não tenho graduação formal,
sp9fnzfc137pu042szgsp9fnupkxjfy8,37,35-39,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Distrito Federal (DF),DF,Centro-oeste,1.0,,Pós-graduação,Química / Física
spdbezy1hmhe5b9mspd6i44bks21l32x,31,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
spjldpze1fodp8gm8ftspjldxhv63bgv,21,17-21,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
spn6uavors90oznzusspn6ua6q705s4l,35,35-39,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,0.0,Paraná (PR),Pós-graduação,Outras Engenharias
sppgeqmfqrhxz1m0iodsppget0k4ub8s,20,17-21,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,0.0,Paraíba (PB),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
spqjaycly57l4mtrt5klspqjaix0c3ld,27,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo
sqbu98hc8wl369r30ep7usqbueh5jq34,28,25-29,Masculino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Aprovação em processos seletivos/entrevistas, Quantidade de oportunidades de emprego/vagas recebidas, Velocidade de progressão de carreira",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,Bahia (BA),BA,Nordeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
sreyrz6pg8s38ncxtqiesreyrzlmx78h,46,45-49,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Sergipe (SE),SE,Nordeste,1.0,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
srtupdj6bipnkq2d1wixsrtupj2kflwz,30,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Mato Grosso (MT),MT,Centro-oeste,1.0,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
ss4zgugfiwtmm6jpdtmss4zgurda25jo,29,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
